country,dates,genres,score,title,url,votes
United Kingdom (Great Britain),2023..,"[""Comedy""]",6.6,Everyone Else Burns,https://imdb.com/title/tt19889996/,458
United Kingdom (Great Britain),2010..2017,"[""Crime"", ""Drama"", ""Mystery""]",9.1,Sherlock,https://imdb.com/title/tt1475582/,934842
United Kingdom (Great Britain),2020..,"[""Comedy"", ""Drama""]",8.6,All Creatures Great and Small,https://imdb.com/title/tt10590066/,12622
United Kingdom (Great Britain),2012..,"[""Drama"", ""History""]",8.6,Call the Midwife,https://imdb.com/title/tt1983079/,27799
United Kingdom (Great Britain),2018..,"[""Animation"", ""Family""]",9.5,Bluey,https://imdb.com/title/tt7678620/,12556
United Kingdom (Great Britain),2005..2017,"[""Action"", ""Crime"", ""Drama""]",8.3,Prison Break,https://imdb.com/title/tt0455275/,541715
United Kingdom (Great Britain),2010..2015,"[""Drama"", ""Romance""]",8.7,Downton Abbey,https://imdb.com/title/tt1606375/,209689
United Kingdom (Great Britain),2022..2024,"[""Action"", ""Drama"", ""Thriller""]",8.1,SAS Rogue Heroes,https://imdb.com/title/tt10405370/,14342
United Kingdom (Great Britain),2018..2022,"[""Comedy""]",8.5,Derry Girls,https://imdb.com/title/tt7120662/,45471
United Kingdom (Great Britain),2013..,"[""Crime"", ""Drama"", ""Mystery""]",7.8,Father Brown,https://imdb.com/title/tt2215842/,12467
United Kingdom (Great Britain),2017..,"[""Crime"", ""Drama"", ""Mystery""]",7.9,C.B. Strike,https://imdb.com/title/tt4276618/,17653
United Kingdom (Great Britain),2020..,"[""Crime"", ""Drama""]",7.6,Miss Scarlet & the Duke,https://imdb.com/title/tt8270592/,7947
United Kingdom (Great Britain),2008..,"[""Crime"", ""Drama"", ""Mystery""]",8.2,Murdoch Mysteries,https://imdb.com/title/tt1091909/,15024
United Kingdom (Great Britain),2023..,"[""Game-Show"", ""Reality-TV"", ""Thriller""]",7.7,The Traitors,https://imdb.com/title/tt15557874/,926
United Kingdom (Great Britain),2012..2021,"[""Crime"", ""Drama"", ""Mystery""]",8.7,Line of Duty,https://imdb.com/title/tt2303687/,61149
United Kingdom (Great Britain),2019..,"[""Crime"", ""Drama"", ""History""]",7.5,Vienna Blood,https://imdb.com/title/tt9179616/,6758
United Kingdom (Great Britain),1989..2013,"[""Crime"", ""Drama"", ""Mystery""]",8.6,Poirot,https://imdb.com/title/tt0094525/,46824
United Kingdom (Great Britain),2022..,"[""Drama"", ""Thriller""]",7.7,The Devil's Hour,https://imdb.com/title/tt14379784/,16891
United Kingdom (Great Britain),2019..,"[""Comedy"", ""Fantasy""]",8.3,Ghosts,https://imdb.com/title/tt8594324/,18394
United Kingdom (Great Britain),2023..,"[""Biography"", ""Comedy"", ""Drama""]",6.9,Stonehouse,https://imdb.com/title/tt13005652/,1269
United Kingdom (Great Britain),2012..2023,"[""Crime"", ""Drama"", ""Mystery""]",8.6,Endeavour,https://imdb.com/title/tt2701582/,27277
United Kingdom (Great Britain),2016..2019,"[""Comedy"", ""Drama""]",8.7,Fleabag,https://imdb.com/title/tt5687612/,163518
United Kingdom (Great Britain),2004..2022,"[""Comedy"", ""Drama"", ""Romance""]",8.4,Doc Martin,https://imdb.com/title/tt0408381/,17538
United Kingdom (Great Britain),2018..2022,"[""Drama"", ""Fantasy"", ""Romance""]",7.9,A Discovery of Witches,https://imdb.com/title/tt2177461/,54499
United Kingdom (Great Britain),2014..2022,"[""Comedy""]",8.6,Detectorists,https://imdb.com/title/tt4082744/,16505
United Kingdom (Great Britain),2004..2013,"[""Crime"", ""Drama"", ""Mystery""]",7.8,Agatha Christie's Marple,https://imdb.com/title/tt1734537/,9089
United Kingdom (Great Britain),2020..,"[""Action"", ""Crime"", ""Drama""]",8.1,Gangs of London,https://imdb.com/title/tt7661390/,34922
United Kingdom (Great Britain),2022..,"[""Drama"", ""Thriller""]",7.1,The Light in the Hall,https://imdb.com/title/tt20245230/,969
United Kingdom (Great Britain),2010..2019,"[""Crime"", ""Drama"", ""Mystery""]",8.4,Luther,https://imdb.com/title/tt1474684/,138811
United Kingdom (Great Britain),2019..2022,"[""Comedy"", ""Drama""]",8.4,After Life,https://imdb.com/title/tt8398600/,138731
United Kingdom (Great Britain),2023..,"[""Drama""]",7.3,Maternal,https://imdb.com/title/tt21636214/,248
United Kingdom (Great Britain),2005..2007,"[""Action"", ""Drama"", ""Romance""]",8.7,Rome,https://imdb.com/title/tt0384766/,173951
United Kingdom (Great Britain),2015..2019,"[""Drama"", ""Sci-Fi"", ""Thriller""]",7.9,The Man in the High Castle,https://imdb.com/title/tt1740299/,103042
United Kingdom (Great Britain),2013..2016,"[""Crime"", ""Drama"", ""Thriller""]",8.1,The Fall,https://imdb.com/title/tt2294189/,107919
United Kingdom (Great Britain),2021..,"[""Comedy""]",5.3,Call Me Kat,https://imdb.com/title/tt10985096/,6802
United Kingdom (Great Britain),2018..2022,"[""Action"", ""Adventure"", ""Drama""]",8.1,Killing Eve,https://imdb.com/title/tt7016936/,120927
United Kingdom (Great Britain),2019..,"[""Drama"", ""Mystery"", ""Sci-Fi""]",6.4,War of the Worlds,https://imdb.com/title/tt9686194/,15245
United Kingdom (Great Britain),2007..2010,"[""Drama"", ""History"", ""Romance""]",8.1,The Tudors,https://imdb.com/title/tt0758790/,76262
United Kingdom (Great Britain),2013..,"[""Crime"", ""Drama"", ""Mystery""]",8.2,Shetland,https://imdb.com/title/tt2396135/,19724
United Kingdom (Great Britain),2013..2017,"[""Crime"", ""Drama"", ""Mystery""]",8.4,Broadchurch,https://imdb.com/title/tt2249364/,115573
United Kingdom (Great Britain),2011..,"[""Crime"", ""Drama"", ""Thriller""]",8.4,Top Boy,https://imdb.com/title/tt1830379/,26974
United Kingdom (Great Britain),2021..2022,"[""Action"", ""Adventure"", ""Drama""]",6.8,Fate: The Winx Saga,https://imdb.com/title/tt8179402/,50126
United Kingdom (Great Britain),2022..,"[""Crime"", ""Drama"", ""Mystery""]",7.4,Sherwood,https://imdb.com/title/tt13994572/,6500
United Kingdom (Great Britain),2007..2013,"[""Drama""]",8.2,Skins,https://imdb.com/title/tt0840196/,86378
United Kingdom (Great Britain),2017..,"[""Drama"", ""Mystery"", ""Thriller""]",8.3,Taboo,https://imdb.com/title/tt3647998/,140497
United Kingdom (Great Britain),2019..2023,"[""Comedy"", ""Fantasy""]",8.0,Good Omens,https://imdb.com/title/tt1869454/,79688
United Kingdom (Great Britain),2022..,"[""Game-Show"", ""Reality-TV""]",8.9,The Traitors,https://imdb.com/title/tt23743442/,2122
United Kingdom (Great Britain),2010..2012,"[""Crime"", ""Drama"", ""Mystery""]",7.9,Accused,https://imdb.com/title/tt1769411/,2532
United Kingdom (Great Britain),2023..,"[""Documentary"", ""Sport""]",7.4,Break Point,https://imdb.com/title/tt17048442/,1516
United Kingdom (Great Britain),2006..2013,"[""Comedy""]",8.5,The IT Crowd,https://imdb.com/title/tt0487831/,154674
United Kingdom (Great Britain),1992..2010,"[""Drama"", ""Comedy"", ""Crime""]",6.8,Heartbeat,https://imdb.com/title/tt0101114/,3562
United Kingdom (Great Britain),1963..1989,"[""Adventure"", ""Drama"", ""Family""]",8.4,Doctor Who,https://imdb.com/title/tt0056751/,37863
United Kingdom (Great Britain),2014..2023,"[""Crime"", ""Drama"", ""Mystery""]",7.9,Grantchester,https://imdb.com/title/tt3747572/,14876
United Kingdom (Great Britain),2015..2019,"[""Drama"", ""Romance""]",8.3,Poldark,https://imdb.com/title/tt3636060/,32738
United Kingdom (Great Britain),2017..2019,"[""Adventure"", ""Comedy"", ""Crime""]",8.0,The End of the F***ing World,https://imdb.com/title/tt6257970/,195743
United Kingdom (Great Britain),2012..2023,"[""Comedy""]",7.4,Bad Education,https://imdb.com/title/tt2337840/,12890
United Kingdom (Great Britain),2021..,"[""Drama""]",7.1,The Madame Blanc Mysteries,https://imdb.com/title/tt15499118/,1982
United Kingdom (Great Britain),2015..,"[""Comedy"", ""Game-Show""]",9.0,Taskmaster,https://imdb.com/title/tt4934214/,14039
United Kingdom (Great Britain),2019..,"[""Crime"", ""Mystery"", ""Thriller""]",7.9,The Capture,https://imdb.com/title/tt8201186/,19212
United Kingdom (Great Britain),2015..,"[""Crime"", ""Drama"", ""Mystery""]",8.3,Unforgotten,https://imdb.com/title/tt4192812/,23887
United Kingdom (Great Britain),2019..2023,"[""Drama"", ""Romance""]",7.7,Sanditon,https://imdb.com/title/tt8685324/,14641
United Kingdom (Great Britain),1987..2000,"[""Crime"", ""Drama"", ""Mystery""]",8.2,Inspector Morse,https://imdb.com/title/tt0092379/,12685
United Kingdom (Great Britain),2006..2015,"[""Crime"", ""Drama"", ""Mystery""]",8.1,Inspector Lewis,https://imdb.com/title/tt0874608/,13746
United Kingdom (Great Britain),2020..,"[""Drama""]",7.1,Industry,https://imdb.com/title/tt7671070/,10548
United Kingdom (Great Britain),2022..,"[""Drama"", ""Romance""]",8.7,Heartstopper,https://imdb.com/title/tt10638036/,55598
United Kingdom (Great Britain),2014..2016,"[""Drama"", ""Fantasy"", ""Horror""]",8.2,Penny Dreadful,https://imdb.com/title/tt2628232/,124149
United Kingdom (Great Britain),2022..,"[""Documentary"", ""Comedy""]",8.4,Cunk on Earth,https://imdb.com/title/tt16867040/,3673
United Kingdom (Great Britain),2021..,"[""Comedy"", ""Crime"", ""Drama""]",7.7,The Outlaws,https://imdb.com/title/tt11646832/,12829
United Kingdom (Great Britain),2022..,"[""Action"", ""Adventure"", ""Drama""]",7.5,The Bastard Son & The Devil Himself,https://imdb.com/title/tt13649396/,9815
United Kingdom (Great Britain),2016..2019,"[""Biography"", ""Drama"", ""History""]",7.9,Medici,https://imdb.com/title/tt5057130/,19960
United Kingdom (Great Britain),2006..2015,"[""Drama"", ""Romance""]",7.2,Waterloo Road,https://imdb.com/title/tt0487189/,3395
United Kingdom (Great Britain),2008..2012,"[""Adventure"", ""Drama"", ""Fantasy""]",7.9,Merlin,https://imdb.com/title/tt1199099/,83272
United Kingdom (Great Britain),2022..,"[""Crime"", ""Drama"", ""Mystery""]",7.6,Karen Pirie,https://imdb.com/title/tt11725900/,5168
United Kingdom (Great Britain),2019..2021,"[""Crime"", ""Drama"", ""Thriller""]",7.3,Baptiste,https://imdb.com/title/tt8259142/,9235
United Kingdom (Great Britain),2001..2003,"[""Comedy"", ""Drama""]",8.5,The Office,https://imdb.com/title/tt0290978/,115045
United Kingdom (Great Britain),2010..2020,"[""Action"", ""Drama"", ""Thriller""]",8.1,Strike Back,https://imdb.com/title/tt1492179/,32156
United Kingdom (Great Britain),2003..2015,"[""Comedy"", ""Crime"", ""Drama""]",7.9,New Tricks,https://imdb.com/title/tt0362357/,7712
United Kingdom (Great Britain),1978..1983,"[""Comedy""]",7.7,Taxi,https://imdb.com/title/tt0077089/,14261
United Kingdom (Great Britain),1990..1995,"[""Comedy"", ""Family""]",8.6,Mr. Bean,https://imdb.com/title/tt0096657/,122286
United Kingdom (Great Britain),2004..2013,"[""Comedy"", ""Crime"", ""Drama""]",8.0,Shameless,https://imdb.com/title/tt0377260/,17215
United Kingdom (Great Britain),2016..,"[""Comedy"", ""Sport"", ""Talk-Show""]",8.7,The Grand Tour,https://imdb.com/title/tt5712554/,76686
United Kingdom (Great Britain),1981..2003,"[""Comedy""]",9.0,Only Fools and Horses,https://imdb.com/title/tt0081912/,52856
United Kingdom (Great Britain),2014..,"[""Comedy"", ""Crime"", ""Drama""]",8.5,Inside No. 9,https://imdb.com/title/tt2674806/,17553
United Kingdom (Great Britain),2020..,"[""Action"", ""Crime"", ""Drama""]",7.6,Tehran,https://imdb.com/title/tt10577736/,19655
United Kingdom (Great Britain),2021..2024,"[""Documentary"", ""Comedy"", ""Reality-TV""]",9.0,Clarkson's Farm,https://imdb.com/title/tt10541088/,38486
United Kingdom (Great Britain),2016..,"[""Comedy""]",7.9,Motherland,https://imdb.com/title/tt6006350/,6405
United Kingdom (Great Britain),2020..,"[""Game-Show"", ""Reality-TV"", ""Romance""]",4.7,Too Hot to Handle,https://imdb.com/title/tt12004280/,13396
United Kingdom (Great Britain),2007..2018,"[""Comedy""]",7.5,Benidorm,https://imdb.com/title/tt0959601/,5965
United Kingdom (Great Britain),2022..,"[""Drama""]",7.8,Mayflies,https://imdb.com/title/tt13431512/,740
United Kingdom (Great Britain),2002..2011,"[""Action"", ""Crime"", ""Drama""]",8.3,MI-5,https://imdb.com/title/tt0160904/,16896
United Kingdom (Great Britain),2021..,"[""Action"", ""Drama"", ""Fantasy""]",7.4,The Nevers,https://imdb.com/title/tt8697870/,24834
United Kingdom (Great Britain),2012..2020,"[""Comedy"", ""Drama"", ""Romance""]",8.4,Last Tango in Halifax,https://imdb.com/title/tt2216156/,7510
United Kingdom (Great Britain),2020..,"[""Comedy"", ""Crime"", ""Mystery""]",7.5,McDonald & Dodds,https://imdb.com/title/tt10720914/,5461
United Kingdom (Great Britain),2014..2016,"[""Crime"", ""Drama"", ""Mystery""]",8.2,The Missing,https://imdb.com/title/tt3877200/,27680
United Kingdom (Great Britain),2022..,"[""Drama"", ""Mystery"", ""Thriller""]",7.0,The Tourist,https://imdb.com/title/tt11847842/,17791
United Kingdom (Great Britain),2003..2015,"[""Comedy""]",8.7,Peep Show,https://imdb.com/title/tt0387764/,61649
United Kingdom (Great Britain),2022..,"[""Drama"", ""Sci-Fi"", ""Thriller""]",6.9,The Undeclared War,https://imdb.com/title/tt7939800/,3690
United Kingdom (Great Britain),2022..,"[""Drama"", ""Mystery""]",7.5,Magpie Murders,https://imdb.com/title/tt13186264/,3824
United Kingdom (Great Britain),2011..2016,"[""Drama"", ""Western""]",8.3,Hell on Wheels,https://imdb.com/title/tt1699748/,52951
United Kingdom (Great Britain),2002..2015,"[""Crime"", ""Drama"", ""Mystery""]",8.6,Foyle's War,https://imdb.com/title/tt0310455/,16117
United Kingdom (Great Britain),2015..2018,"[""Drama""]",7.4,The Royals,https://imdb.com/title/tt3597912/,13450
United Kingdom (Great Britain),2016..2019,"[""Biography"", ""Drama"", ""History""]",8.2,Victoria,https://imdb.com/title/tt5137338/,28292
United Kingdom (Great Britain),..,"[""Fantasy""]",0.0,A Court of Thorns and Roses,https://imdb.com/title/tt5205040/,0
United Kingdom (Great Britain),2002..,"[""Adventure"", ""Comedy"", ""Reality-TV""]",8.7,Top Gear,https://imdb.com/title/tt1628033/,120285
United Kingdom (Great Britain),1988..,"[""Comedy"", ""Sci-Fi""]",8.4,Red Dwarf,https://imdb.com/title/tt0094535/,35590
United Kingdom (Great Britain),2008..2010,"[""Comedy""]",8.4,The Inbetweeners,https://imdb.com/title/tt1220617/,89394
United Kingdom (Great Britain),1985..1990,"[""Drama""]",6.7,Howards' Way,https://imdb.com/title/tt0134250/,226
United Kingdom (Great Britain),2022..,"[""Comedy"", ""Drama""]",5.8,Mammals,https://imdb.com/title/tt15040278/,3082
United Kingdom (Great Britain),2018..2022,"[""Drama""]",7.8,The Split,https://imdb.com/title/tt7631146/,8650
United Kingdom (Great Britain),2022..,"[""Thriller""]",5.4,Riptide,https://imdb.com/title/tt21279638/,362
United Kingdom (Great Britain),2022..,"[""Crime"", ""Drama"", ""Mystery""]",6.5,Ridley,https://imdb.com/title/tt14772170/,1554
United Kingdom (Great Britain),1985..2023,"[""Crime"", ""Drama"", ""Romance""]",4.7,EastEnders,https://imdb.com/title/tt0088512/,8637
United Kingdom (Great Britain),2022..,"[""Action"", ""Drama"", ""Fantasy""]",7.1,The Lazarus Project,https://imdb.com/title/tt14190592/,3775
United Kingdom (Great Britain),1978..1990,"[""Comedy"", ""Drama""]",8.4,All Creatures Great and Small,https://imdb.com/title/tt0075472/,3888
United Kingdom (Great Britain),2009..2013,"[""Comedy"", ""Drama"", ""Fantasy""]",8.2,Misfits,https://imdb.com/title/tt1548850/,102594
United Kingdom (Great Britain),2018..,"[""Comedy"", ""Crime"", ""Drama""]",7.6,Shakespeare & Hathaway: Private Investigators,https://imdb.com/title/tt7526498/,4804
United Kingdom (Great Britain),1960..,"[""Drama"", ""Romance""]",5.6,Coronation Street,https://imdb.com/title/tt0053494/,5625
United Kingdom (Great Britain),2017..,"[""Action"", ""Drama"", ""Fantasy""]",6.8,Britannia,https://imdb.com/title/tt5932548/,16595
United Kingdom (Great Britain),2023..,"[""Drama""]",7.1,Waterloo Road,https://imdb.com/title/tt24638848/,225
United Kingdom (Great Britain),2022..,"[""Comedy"", ""Drama"", ""Romance""]",7.3,The Flatshare,https://imdb.com/title/tt11714672/,940
United Kingdom (Great Britain),2003..2004,"[""Comedy""]",8.6,Early Doors,https://imdb.com/title/tt0366010/,1984
United Kingdom (Great Britain),2020..,"[""Comedy"", ""Drama""]",6.9,I Hate Suzie,https://imdb.com/title/tt10846464/,3655
United Kingdom (Great Britain),2022..,"[""Sci-Fi""]",7.2,The Man Who Fell to Earth,https://imdb.com/title/tt10758074/,8807
United Kingdom (Great Britain),2011..2019,"[""Animation"", ""Short"", ""Adventure""]",8.3,The Amazing World of Gumball,https://imdb.com/title/tt1942683/,33880
United Kingdom (Great Britain),2015..,"[""Game-Show"", ""Reality-TV"", ""Romance""]",5.2,Love Island,https://imdb.com/title/tt4770018/,3951
United Kingdom (Great Britain),2022..,"[""Drama""]",6.7,Hotel Portofino,https://imdb.com/title/tt14815774/,1841
United Kingdom (Great Britain),2011..2016,"[""Crime"", ""Drama"", ""Mystery""]",8.0,Scott & Bailey,https://imdb.com/title/tt1843678/,9520
United Kingdom (Great Britain),2016..2021,"[""Crime"", ""Drama"", ""Mystery""]",7.4,Marcella,https://imdb.com/title/tt5269594/,32771
United Kingdom (Great Britain),2015..,"[""Crime"", ""Drama"", ""Mystery""]",8.0,Ófærð,https://imdb.com/title/tt3561180/,22788
United Kingdom (Great Britain),1984..2010,"[""Crime"", ""Drama""]",6.7,The Bill,https://imdb.com/title/tt0084987/,3793
United Kingdom (Great Britain),2019..,"[""Comedy"", ""Drama""]",8.4,Brassic,https://imdb.com/title/tt9174582/,10039
United Kingdom (Great Britain),2022..,"[""Drama"", ""Fantasy"", ""Romance""]",7.7,The Time Traveler's Wife,https://imdb.com/title/tt8783930/,15297
United Kingdom (Great Britain),2020..,"[""Action"", ""Adventure"", ""Drama""]",7.5,Alex Rider,https://imdb.com/title/tt6964748/,15508
United Kingdom (Great Britain),2022..,"[""Documentary"", ""Biography"", ""Drama""]",5.9,"Blood, Sex & Royalty",https://imdb.com/title/tt23061466/,1117
United Kingdom (Great Britain),2007..2017,"[""Crime"", ""Drama"", ""Mystery""]",8.1,Inspector George Gently,https://imdb.com/title/tt1430509/,7513
United Kingdom (Great Britain),2022..,"[""Comedy"", ""Drama""]",8.4,This Is Going to Hurt,https://imdb.com/title/tt8681148/,13579
United Kingdom (Great Britain),2022..,"[""Crime"", ""Drama"", ""Thriller""]",6.2,Suspicion,https://imdb.com/title/tt12026710/,8097
United Kingdom (Great Britain),2015..2019,"[""Comedy""]",8.2,Catastrophe,https://imdb.com/title/tt4374208/,20392
United Kingdom (Great Britain),2021..,"[""Adventure"", ""Drama"", ""Mystery""]",7.6,The North Water,https://imdb.com/title/tt7660970/,13695
United Kingdom (Great Britain),2020..,"[""Drama"", ""Family"", ""History""]",7.3,Atlantic Crossing,https://imdb.com/title/tt9348700/,3377
United Kingdom (Great Britain),1992..2010,"[""Crime"", ""Drama"", ""Mystery""]",7.9,A Touch of Frost,https://imdb.com/title/tt0108967/,8014
United Kingdom (Great Britain),2017..,"[""Family"", ""Fantasy""]",7.2,The Worst Witch,https://imdb.com/title/tt5721172/,2683
United Kingdom (Great Britain),2021..,"[""Adventure"", ""Comedy"", ""History""]",7.2,Around the World in 80 Days,https://imdb.com/title/tt9174578/,10391
United Kingdom (Great Britain),2019..,"[""Documentary"", ""Sport""]",8.6,Formula 1: Drive to Survive,https://imdb.com/title/tt8289930/,41995
United Kingdom (Great Britain),2020..,"[""Game-Show"", ""Reality-TV""]",7.3,The Circle,https://imdb.com/title/tt9581768/,7468
United Kingdom (Great Britain),2014..,"[""Comedy"", ""Crime"", ""Drama""]",7.2,Agatha Raisin,https://imdb.com/title/tt5015548/,5372
United Kingdom (Great Britain),2014..2016,"[""Adventure"", ""Drama""]",7.8,The Musketeers,https://imdb.com/title/tt2733252/,22704
United Kingdom (Great Britain),2013..2014,"[""Drama"", ""Mystery"", ""Sci-Fi""]",8.4,Utopia,https://imdb.com/title/tt2384811/,47677
United Kingdom (Great Britain),1961..1969,"[""Action"", ""Comedy"", ""Crime""]",8.3,The Avengers,https://imdb.com/title/tt0054518/,8124
United Kingdom (Great Britain),2020..2023,"[""Comedy"", ""Drama"", ""Romance""]",7.9,Trying,https://imdb.com/title/tt10982034/,9019
United Kingdom (Great Britain),2019..,"[""Crime"", ""Drama"", ""Mystery""]",7.1,The Bay,https://imdb.com/title/tt8425404/,8584
United Kingdom (Great Britain),2019..2020,"[""Drama"", ""History"", ""Romance""]",6.9,The Spanish Princess,https://imdb.com/title/tt8417308/,9078
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama"", ""Mystery""]",7.3,Grace,https://imdb.com/title/tt11639300/,4557
United Kingdom (Great Britain),2010..,"[""Reality-TV""]",8.6,The Great British Baking Show,https://imdb.com/title/tt1877368/,11036
United Kingdom (Great Britain),2022..,"[""Drama"", ""Romance""]",6.7,Conversations with Friends,https://imdb.com/title/tt11997646/,6791
United Kingdom (Great Britain),2022..,"[""Comedy"", ""Crime"", ""Drama""]",7.0,Sister Boniface Mysteries,https://imdb.com/title/tt15407098/,1941
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama""]",6.7,Hope Street,https://imdb.com/title/tt14354984/,1411
United Kingdom (Great Britain),2006..2011,"[""Action"", ""Drama"", ""Mystery""]",7.7,Torchwood,https://imdb.com/title/tt0485301/,41685
United Kingdom (Great Britain),2022..,"[""Drama""]",4.9,Jungle,https://imdb.com/title/tt13009160/,487
United Kingdom (Great Britain),2016..,"[""Game-Show"", ""Reality-TV"", ""Romance""]",5.4,Naked Attraction,https://imdb.com/title/tt5969074/,1233
United Kingdom (Great Britain),1990..1995,"[""Comedy""]",7.8,Keeping Up Appearances,https://imdb.com/title/tt0098837/,16572
United Kingdom (Great Britain),2004..2012,"[""Crime"", ""Drama"", ""Mystery""]",8.2,Hustle,https://imdb.com/title/tt0379632/,22931
United Kingdom (Great Britain),1997..2016,"[""Comedy"", ""Crime"", ""Drama""]",8.1,Jonathan Creek,https://imdb.com/title/tt0118363/,8233
United Kingdom (Great Britain),2001..2007,"[""Crime"", ""Drama"", ""Mystery""]",7.4,The Inspector Lynley Mysteries,https://imdb.com/title/tt0988820/,5171
United Kingdom (Great Britain),2013..2017,"[""Crime"", ""Drama"", ""Mystery""]",7.4,Top of the Lake,https://imdb.com/title/tt2103085/,36234
United Kingdom (Great Britain),2002..2019,"[""Comedy""]",8.9,Still Game,https://imdb.com/title/tt0281491/,8254
United Kingdom (Great Britain),2022..,"[""Documentary"", ""History""]",7.4,Ancient Apocalypse,https://imdb.com/title/tt22807484/,7194
United Kingdom (Great Britain),2012..,"[""Comedy""]",7.2,Cuckoo,https://imdb.com/title/tt2222352/,10075
United Kingdom (Great Britain),1972..1985,"[""Comedy""]",8.0,Are You Being Served?,https://imdb.com/title/tt0068040/,8567
United Kingdom (Great Britain),2023..,"[""Crime"", ""Drama"", ""History""]",0.0,The Gold,https://imdb.com/title/tt14063678/,0
United Kingdom (Great Britain),2015..2018,"[""Drama"", ""Horror"", ""Mystery""]",7.3,Fortitude,https://imdb.com/title/tt3498622/,22106
United Kingdom (Great Britain),2019..2020,"[""Crime"", ""Drama"", ""Mystery""]",7.6,Criminal: UK,https://imdb.com/title/tt9348692/,19335
United Kingdom (Great Britain),2019..2022,"[""Biography"", ""Drama"", ""History""]",8.2,Gentleman Jack,https://imdb.com/title/tt7211618/,14293
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama""]",8.2,Time,https://imdb.com/title/tt13138834/,21723
United Kingdom (Great Britain),2015..2018,"[""Drama"", ""Sci-Fi""]",7.9,Humans,https://imdb.com/title/tt4122068/,40493
United Kingdom (Great Britain),2020..,"[""Drama"", ""Horror"", ""Mystery""]",6.4,The Third Day,https://imdb.com/title/tt10482370/,10382
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama"", ""Mystery""]",7.4,Vigil,https://imdb.com/title/tt11846996/,21869
United Kingdom (Great Britain),2023..,"[""Comedy""]",0.0,Funny Woman,https://imdb.com/title/tt15309272/,0
United Kingdom (Great Britain),2010..2016,"[""Crime"", ""Drama"", ""Mystery""]",7.6,DCI Banks,https://imdb.com/title/tt1652216/,8202
United Kingdom (Great Britain),2022..,"[""Crime"", ""Drama"", ""Thriller""]",7.4,The Responder,https://imdb.com/title/tt11899030/,10587
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama"", ""Mystery""]",7.0,Whitstable Pearl,https://imdb.com/title/tt13259878/,2473
United Kingdom (Great Britain),1962..1969,"[""Action"", ""Crime"", ""Drama""]",7.5,The Saint,https://imdb.com/title/tt0055701/,5679
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama"", ""Thriller""]",6.6,Bloodlands,https://imdb.com/title/tt11285548/,5810
United Kingdom (Great Britain),1972..,"[""Drama"", ""Romance""]",4.8,Emmerdale Farm,https://imdb.com/title/tt0068069/,3309
United Kingdom (Great Britain),2017..,"[""Drama"", ""Thriller""]",6.8,Gypsy,https://imdb.com/title/tt5503718/,17470
United Kingdom (Great Britain),2012..,"[""Drama"", ""Mystery""]",7.4,The Syndicate,https://imdb.com/title/tt2299141/,1801
United Kingdom (Great Britain),2006..,"[""Comedy""]",7.7,Not Going Out,https://imdb.com/title/tt0862614/,7291
United Kingdom (Great Britain),2016..2019,"[""Biography"", ""Comedy"", ""Drama""]",8.2,The Durrells,https://imdb.com/title/tt5014882/,11977
United Kingdom (Great Britain),2017..2019,"[""Drama""]",7.7,Harlots,https://imdb.com/title/tt5761478/,9423
United Kingdom (Great Britain),1991..2006,"[""Crime"", ""Drama"", ""Mystery""]",8.3,Prime Suspect,https://imdb.com/title/tt0098898/,8282
United Kingdom (Great Britain),2014..2018,"[""Comedy""]",8.0,Lovesick,https://imdb.com/title/tt4051832/,20945
United Kingdom (Great Britain),2022..,"[""Biography"", ""Drama"", ""History""]",7.0,Becoming Elizabeth,https://imdb.com/title/tt11444366/,2560
United Kingdom (Great Britain),1973..1974,"[""Documentary"", ""History"", ""War""]",9.2,The World at War,https://imdb.com/title/tt0071075/,26297
United Kingdom (Great Britain),2022..,"[""Drama"", ""Mystery"", ""Thriller""]",6.7,The Suspect,https://imdb.com/title/tt15548144/,2250
United Kingdom (Great Britain),2016..,"[""Comedy""]",7.7,Crashing,https://imdb.com/title/tt5295524/,22499
United Kingdom (Great Britain),2022..,"[""Drama""]",7.2,Riches,https://imdb.com/title/tt13427680/,1268
United Kingdom (Great Britain),2017..2020,"[""Drama"", ""Thriller""]",6.6,Riviera,https://imdb.com/title/tt5936448/,8297
United Kingdom (Great Britain),2019..,"[""Animation"", ""Adventure"", ""Drama""]",8.4,The Dark Crystal: Age of Resistance,https://imdb.com/title/tt6905542/,25477
United Kingdom (Great Britain),1986..,"[""Drama""]",6.1,Casualty,https://imdb.com/title/tt0096555/,3166
United Kingdom (Great Britain),2018..,"[""Crime"", ""Drama"", ""Thriller""]",7.6,McMafia,https://imdb.com/title/tt6271042/,16129
United Kingdom (Great Britain),2021..,"[""Crime"", ""Drama"", ""Mystery""]",7.0,Annika,https://imdb.com/title/tt13643704/,4863
United Kingdom (Great Britain),2022..,"[""Comedy"", ""Drama"", ""Romance""]",7.5,Everything I Know About Love,https://imdb.com/title/tt15290226/,1967
